Timestamp,From Bank,Sender_Account,To Bank,Receiver_Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Predicted
2022/09/02 11:48,26302,809F70140,126802,809F706E0,4592.22,Canadian Dollar,4592.22,Canadian Dollar,ACH,0,1
2022/09/02 11:58,126200,809F6D060,126802,809F706E0,5214.47,Canadian Dollar,5214.47,Canadian Dollar,ACH,0,1
2022/09/02 11:33,70,100428978,40653,80FC371E0,2926.85,Swiss Franc,2926.85,Swiss Franc,Cheque,0,1
2022/09/03 09:23,7,805C8AC70,119,80FD88340,9616.67,Shekel,9616.67,Shekel,ACH,1,1
2022/09/06 05:44,119,80FD88340,12735,8022C5CF0,2916.62,US Dollar,2916.62,US Dollar,ACH,1,1
2022/09/04 05:25,8539,80C803F50,115,80D604BC0,25596.96,Brazil Real,25596.96,Brazil Real,ACH,1,1
2022/09/06 00:16,115,80D604BC0,8,80009F920,5708.76,Canadian Dollar,5708.76,Canadian Dollar,ACH,1,1
2022/09/02 17:42,14663,8071AF070,213137,80D52F130,9674.41,Euro,9674.41,Euro,ACH,1,1
2022/09/04 11:59,213137,80D52F130,133490,80FEDCCD0,10595.29,US Dollar,10595.29,US Dollar,ACH,1,1
2022/09/02 13:29,112212,8068E42C0,220271,80A885E10,4681.96,US Dollar,4681.96,US Dollar,ACH,1,1
2022/09/03 12:10,220271,80A885E10,4,806D922C0,347864.49,Ruble,347864.49,Ruble,ACH,1,1
2022/09/04 10:53,27,80CA50CE0,11107,805E124A0,4442.25,US Dollar,4442.25,US Dollar,ACH,1,1
2022/09/05 05:52,11107,805E124A0,14838,8058F18D0,322726.68,Rupee,322726.68,Rupee,ACH,1,1
2022/09/04 08:36,227080,811D3FB50,4766,802E7CA30,1761.84,US Dollar,1761.84,US Dollar,ACH,1,1
2022/09/06 10:56,4766,802E7CA30,1665,804675CF0,1676.3,US Dollar,1676.3,US Dollar,ACH,1,1
2022/09/02 12:34,110,80CC9C960,219449,80DEB15D0,11997.69,Euro,11997.69,Euro,ACH,1,1
2022/09/03 17:36,219449,80DEB15D0,129974,80C6E9A60,13726.47,US Dollar,13726.47,US Dollar,ACH,1,1
2022/09/04 02:59,4,80E435B80,120193,80CEC9B70,119440.71,Yuan,119440.71,Yuan,ACH,1,1
2022/09/05 19:59,120193,80CEC9B70,135104,80CFC2BB0,99562.9,Brazil Real,99562.9,Brazil Real,ACH,1,1
2022/09/03 10:05,25749,80B2250B0,228597,810499990,5913.87,US Dollar,5913.87,US Dollar,ACH,1,1
2022/09/04 06:28,228597,810499990,217125,806B445D0,452812.38,Ruble,452812.38,Ruble,ACH,1,1
2022/09/03 11:44,126984,80EADAC60,111425,80EE5F840,2521.64,US Dollar,2521.64,US Dollar,ACH,1,1
2022/09/05 16:01,111425,80EE5F840,18428,807919990,2293.25,Euro,2293.25,Euro,ACH,1,1
2022/09/04 09:04,19,809CE12E0,16678,8061A6010,839273.26,Ruble,839273.26,Ruble,ACH,1,1
2022/09/06 13:24,16678,8061A6010,10,806C62690,832531.23,Ruble,832531.23,Ruble,ACH,1,1
2022/09/04 00:23,11852,800E3F5A0,1124,8065C8A80,12266.22,US Dollar,12266.22,US Dollar,ACH,1,1
2022/09/06 06:29,1124,8065C8A80,24922,80931DDE0,16182.82,Canadian Dollar,16182.82,Canadian Dollar,ACH,1,1
2022/09/03 16:15,214,80C1ED8D0,113935,8077C0760,10417.03,Euro,10417.03,Euro,ACH,1,1
2022/09/02 16:46,23691,8089009F0,29404,80373C140,767.47,US Dollar,767.47,US Dollar,ACH,1,1
2022/09/03 06:50,29404,80373C140,112497,804A30000,56365.98,Rupee,56365.98,Rupee,ACH,1,1
2022/09/02 18:24,36056,811A0FA00,115415,80B82EF40,6197.97,Euro,6197.97,Euro,ACH,1,1
2022/09/05 08:51,115415,80B82EF40,16254,8028B70E0,6388.66,Euro,6388.66,Euro,ACH,1,1
2022/09/02 12:29,22345,8011B72D0,1688,8011B71E0,2317.87,US Dollar,2317.87,US Dollar,ACH,0,1
2022/09/02 12:25,70,100428660,17401,809A29880,2489.52,US Dollar,2489.52,US Dollar,Credit Card,1,1
2022/09/02 12:04,29251,80624D730,126783,80CFA8870,1102.89,US Dollar,1102.89,US Dollar,ACH,0,1
2022/09/02 12:10,235878,810D7DC60,23402,811A739F0,6824.97,US Dollar,6824.97,US Dollar,ACH,0,1
2022/09/02 12:02,27637,804946340,12585,812B8E6E0,2117154.79,US Dollar,2117154.79,US Dollar,ACH,0,1
2022/09/02 12:05,213704,805107AA0,149030,812D46D60,2199411.8,US Dollar,2199411.8,US Dollar,ACH,0,1
2022/09/02 12:27,111764,80E492C10,24424,8146F73A0,117812845.09,US Dollar,117812845.09,US Dollar,ACH,0,1
2022/09/02 12:12,2915,80113E810,1299,80113EB30,4021.96,Euro,4021.96,Euro,ACH,1,1
2022/09/02 12:20,1916,8015BE750,26624,802715A10,5552.07,Euro,5552.07,Euro,ACH,0,1
2022/09/02 12:11,15180,802B2AA20,25866,802B2A980,3164.94,Euro,3164.94,Euro,ACH,0,1
2022/09/02 12:22,210431,804E48E90,14233,80A677290,667.9,Euro,667.9,Euro,ACH,0,1
2022/09/02 12:08,70,1004286A8,28629,80B5A12B0,10199.99,Euro,10199.99,Euro,Cash,1,1
2022/09/02 12:02,110057,803B3BD40,15,803B3D610,494553.81,Yen,494553.81,Yen,ACH,0,1
2022/09/02 12:04,137218,80E5A73F0,38478,80E5ACE90,961.33,Swiss Franc,961.33,Swiss Franc,ACH,0,1
2022/09/02 12:18,39775,80E9EEF30,138395,80E9EF930,3465.69,Swiss Franc,3465.69,Swiss Franc,ACH,1,1
2022/09/02 12:05,48308,811C2FC30,48211,811DF4790,6720.44,Saudi Riyal,6720.44,Saudi Riyal,ACH,0,1
2022/09/02 12:32,10,800E2B170,21940,800E2B1C0,614.01,US Dollar,614.01,US Dollar,ACH,1,1
2022/09/02 12:45,19329,803D108D0,5836,80D733350,2422.83,US Dollar,2422.83,US Dollar,ACH,0,1
2022/09/02 12:31,21831,8015C2750,3045,8015C28E0,26245.62,Euro,26245.62,Euro,ACH,1,1
2022/09/02 12:58,15231,80266F880,23691,8021353D0,8615.73,Euro,8615.73,Euro,ACH,1,1
2022/09/05 11:52,23691,8021353D0,15231,80266F880,9088.38,Euro,9088.38,Euro,ACH,1,1
2022/09/02 12:47,10441,807BEDBF0,23691,807BEBE50,3569.04,Euro,3569.04,Euro,ACH,0,1
2022/09/02 12:58,70,1004286A8,49780,8130ED730,1290.44,Euro,1290.44,Euro,Cheque,0,1
2022/09/02 12:55,116425,80611C6A0,4,806197150,304132.6,Ruble,304132.6,Ruble,ACH,0,1
2022/09/02 12:46,70,100428810,221765,8087549C0,570.8,UK Pound,570.8,UK Pound,Cash,0,1
2022/09/02 13:16,513,80173AC80,11296,801889F50,3652.68,US Dollar,3652.68,US Dollar,ACH,0,1
2022/09/02 13:20,1068,800F46EC0,2454,801C35B40,18957.51,US Dollar,18957.51,US Dollar,ACH,0,1
2022/09/02 13:14,16586,80321D310,1588,803C74480,7218.19,US Dollar,7218.19,US Dollar,ACH,0,1
2022/09/02 13:03,116214,808FB3240,220271,808FB3640,14162.26,US Dollar,14162.26,US Dollar,ACH,1,1
2022/09/02 13:05,11642,806633300,26698,80C118800,1159545.36,US Dollar,1159545.36,US Dollar,ACH,0,1
2022/09/02 13:08,70,100428660,237354,80E01A240,3604.66,US Dollar,3604.66,US Dollar,Cheque,1,1
2022/09/02 13:09,70,100428660,12719,8111DBA30,68241.52,US Dollar,68241.52,US Dollar,Cash,0,1
2022/09/02 13:04,11,80022FC00,12,800F26E80,6003.96,Euro,6003.96,Euro,ACH,0,1
2022/09/02 13:03,5466,802725040,23,802725090,701.99,Euro,701.99,Euro,ACH,1,1
2022/09/02 13:11,70,1004286A8,139216,813ED5D40,1253.05,Euro,1253.05,Euro,Cheque,0,1
2022/09/02 13:24,13154,804D9B400,16,8056094E0,17206.5,Rupee,17206.5,Rupee,ACH,0,1
2022/09/02 13:14,213,8098DBD80,122055,8098DC280,2282.45,Canadian Dollar,2282.45,Canadian Dollar,ACH,1,1
2022/09/02 13:06,13145,809924CA0,40653,80F8F8B30,1393227.82,Swiss Franc,1393227.82,Swiss Franc,ACH,0,1
2022/09/02 13:21,18511,8068ABAD0,140754,80FB15A80,1848.82,Swiss Franc,1848.82,Swiss Franc,ACH,0,1
2022/09/02 13:24,143242,8105355F0,43460,81053DC70,546.77,Shekel,546.77,Shekel,ACH,1,1
2022/09/02 13:23,143430,8101D3590,43460,8109BA330,6763.91,Shekel,6763.91,Shekel,ACH,0,1
2022/09/02 13:07,15231,803A568D0,1522,8012F9500,12633.54,Euro,12633.54,Euro,ACH,1,1
2022/09/04 00:45,1522,8012F9500,23,8102CA2C0,11619.65,Euro,11619.65,Euro,ACH,1,1
2022/09/04 04:05,23,8102CA2C0,9679,8040FAF80,1352779.07,Yen,1352779.07,Yen,ACH,1,1
2022/09/04 06:08,9679,8040FAF80,25960,80AC28E60,10953.15,Euro,10953.15,Euro,ACH,1,1
2022/09/04 17:54,25960,80AC28E60,29,80CF37D80,72471.22,Brazil Real,72471.22,Brazil Real,ACH,1,1
2022/09/05 09:21,29,80CF37D80,15231,803A568D0,11766.38,Euro,11766.38,Euro,ACH,1,1
2022/09/02 13:38,10,800C9CBC0,1411,800C9CC10,603.46,US Dollar,603.46,US Dollar,ACH,1,1
2022/09/02 13:51,1,800FAF190,1,800FAF230,4944.64,US Dollar,4944.64,US Dollar,ACH,0,1
2022/09/02 13:32,3698,801997D20,11974,801998AE0,4109.34,US Dollar,4109.34,US Dollar,ACH,1,1
2022/09/02 13:34,13264,80220EBE0,23833,802218FE0,5513.06,US Dollar,5513.06,US Dollar,ACH,1,1
2022/09/02 13:40,111443,805B75580,113744,805B75490,4666.15,US Dollar,4666.15,US Dollar,ACH,0,1
2022/09/02 13:38,2952,805DF7D70,11642,805DF8300,3362.74,US Dollar,3362.74,US Dollar,ACH,0,1
2022/09/02 13:47,217680,8135E3CC0,39040,8142C13D0,5260.96,US Dollar,5260.96,US Dollar,ACH,0,1
2022/09/02 13:59,24482,80718ED10,16941,8125694E0,11029.24,Euro,11029.24,Euro,ACH,0,1
2022/09/02 13:32,70,1004286A8,46232,813246670,416.32,Euro,416.32,Euro,Cheque,1,1
2022/09/02 13:32,9679,8039F53B0,9665,803CD0DD0,1323978.07,Yen,1323978.07,Yen,ACH,0,1
2022/09/02 13:59,118,811A78D30,223,811A85310,39182.87,Saudi Riyal,39182.87,Saudi Riyal,ACH,0,1
2022/09/02 13:44,119,811A685E0,119,811A88EA0,28547.18,Saudi Riyal,28547.18,Saudi Riyal,ACH,0,1
2022/09/02 14:26,11107,800C533E0,21940,800C53870,17541.12,US Dollar,17541.12,US Dollar,Cheque,1,1
2022/09/02 14:00,8771,803606330,6129,8040CFCB0,4766.07,US Dollar,4766.07,US Dollar,ACH,1,1
2022/09/02 14:05,70,100428660,25547,806705C70,24.22,US Dollar,24.22,US Dollar,Cash,1,1
2022/09/02 14:09,12893,807029E60,15747,80E74D4E0,8799.77,US Dollar,8799.77,US Dollar,ACH,0,1
2022/09/02 14:11,18819,80E80B960,31653,80E80CC60,4467.18,US Dollar,4467.18,US Dollar,ACH,1,1
2022/09/02 14:22,136651,80EE77D70,908,80EE796E0,2534.9,US Dollar,2534.9,US Dollar,ACH,0,1
2022/09/02 14:17,18549,80EE7DD20,908,80EE796E0,397.79,US Dollar,397.79,US Dollar,ACH,0,1
2022/09/02 14:16,19729,8116FF1F0,19890,8116A7DE0,13589.75,US Dollar,13589.75,US Dollar,ACH,0,1
2022/09/02 14:29,70,1004286A8,11657,800FD6B00,766.04,Euro,766.04,Euro,Credit Card,1,1
2022/09/02 14:07,113935,80DFD06D0,31799,80DFD0590,3451.2,Euro,3451.2,Euro,ACH,0,1
2022/09/02 14:20,21745,803366440,21745,803366440,9479.43,UK Pound,10449.16,Euro,ACH,0,1
2022/09/02 14:20,21745,803366440,22091,808728C10,9479.43,UK Pound,9479.43,UK Pound,ACH,1,1
2022/09/05 01:21,22091,808728C10,112931,805D4C850,753279.46,Rupee,753279.46,Rupee,ACH,1,1
2022/09/02 15:19,21745,803366440,21615,8036AE1C0,43038.53,Yuan,43038.53,Yuan,ACH,1,1
2022/09/05 05:08,21615,8036AE1C0,112931,805D4C850,564572.32,Rupee,564572.32,Rupee,ACH,1,1
2022/09/03 03:44,21745,803366440,12719,80227FC50,13312.15,US Dollar,13312.15,US Dollar,ACH,1,1
2022/09/05 06:11,12719,80227FC50,112931,805D4C850,977697.65,Rupee,977697.65,Rupee,ACH,1,1
2022/09/03 06:18,21745,803366440,217125,80636A7A0,1436179.23,Ruble,1436179.23,Ruble,ACH,1,1
2022/09/03 08:27,21745,803366440,116843,806F416F0,391296.46,Ruble,391296.46,Ruble,ACH,1,1
2022/09/05 12:20,116843,806F416F0,112931,805D4C850,306034.83,Rupee,306034.83,Rupee,ACH,1,1
2022/09/03 10:24,21745,803366440,1,800B047D0,18379.68,US Dollar,18379.68,US Dollar,ACH,1,1
2022/09/05 14:16,1,800B047D0,112931,805D4C850,1256081.74,Rupee,1256081.74,Rupee,ACH,1,1
2022/09/03 12:16,21745,803366440,18097,803144A90,46734.02,Yuan,46734.02,Yuan,ACH,1,1
2022/09/05 14:50,18097,803144A90,112931,805D4C850,126451.67,Rupee,126451.67,Rupee,ACH,0,1
2022/09/05 14:50,18097,803144A90,112931,805D4C850,512472.18,Rupee,512472.18,Rupee,ACH,1,1
2022/09/03 14:42,21745,803366440,14650,801EA1CE0,9304.22,Euro,9304.22,Euro,ACH,1,1
2022/09/05 16:21,14650,801EA1CE0,112931,805D4C850,840441.34,Rupee,840441.34,Rupee,ACH,1,1
2022/09/05 20:29,24850,8028DCAE0,112931,805D4C850,214491.64,Rupee,214491.64,Rupee,ACH,1,1
2022/09/04 10:00,21745,803366440,16136,80605A3E0,1692.77,US Dollar,1692.77,US Dollar,ACH,1,1
2022/09/06 00:17,16136,80605A3E0,112931,805D4C850,124323.63,Rupee,124323.63,Rupee,ACH,1,1
2022/09/04 11:03,21745,803366440,117999,8069E9C80,724.18,Euro,724.18,Euro,ACH,1,1
2022/09/06 01:14,117999,8069E9C80,112931,805D4C850,54284.79,Rupee,54284.79,Rupee,ACH,1,1
2022/09/06 05:28,15723,8027CB4E0,112931,805D4C850,977235.85,Rupee,977235.85,Rupee,ACH,1,1
2022/09/04 13:40,21745,803366440,20,80102A1F0,16606.0,Euro,16606.0,Euro,ACH,1,1
2022/09/06 08:36,20,80102A1F0,112931,805D4C850,1429120.17,Rupee,1429120.17,Rupee,ACH,1,1
2022/09/04 16:46,21745,803366440,287,806482430,1460703.25,Ruble,1460703.25,Ruble,ACH,1,1
2022/09/06 11:25,287,806482430,112931,805D4C850,1378847.99,Rupee,1378847.99,Rupee,ACH,1,1
2022/09/04 18:25,21745,803366440,213737,8055F7FF0,794068.8,Rupee,794068.8,Rupee,ACH,1,1
2022/09/02 14:26,148350,812D0C3C0,148350,811FFF630,1549.95,Saudi Riyal,1549.95,Saudi Riyal,ACH,1,1
2022/09/05 15:18,148350,811FFF630,148350,812D0C3C0,1648.28,Saudi Riyal,1648.28,Saudi Riyal,ACH,1,1
2022/09/02 14:54,10,800579CB0,2843,80057A6F0,4824.64,US Dollar,4824.64,US Dollar,ACH,1,1
2022/09/02 14:53,13327,801F689F0,11318,801F67F00,1478.62,US Dollar,1478.62,US Dollar,ACH,0,1
2022/09/02 14:55,25981,802545700,513,802CC73C0,3242.6,US Dollar,3242.6,US Dollar,ACH,1,1
2022/09/02 14:30,701,803100FC0,22828,803101600,2466.56,US Dollar,2466.56,US Dollar,ACH,1,1
2022/09/02 14:59,1047,805A03850,29279,805A03FA0,1285.15,US Dollar,1285.15,US Dollar,ACH,1,1
2022/09/02 14:45,70,100428660,117299,80931FCD0,1034.47,US Dollar,1034.47,US Dollar,Cheque,0,1
2022/09/02 14:45,219969,809FA1EF0,6803,80A0D22E0,7458.81,US Dollar,7458.81,US Dollar,ACH,0,1
2022/09/02 14:45,22164,808EBCA30,19601,80C6F0CE0,35953.83,US Dollar,35953.83,US Dollar,ACH,0,1
2022/09/02 14:34,19746,8130DAC30,18324,8130F1AC0,3594.84,US Dollar,3594.84,US Dollar,ACH,0,1
2022/09/02 14:38,218267,8069EBDD0,23344,8072EA270,14952.7,Euro,14952.7,Euro,ACH,0,1
2022/09/02 14:54,221198,80A88D090,16871,80A88D950,3440.42,Euro,3440.42,Euro,ACH,1,1
2022/09/02 14:39,30416,80BA93450,8248,80BA93D20,66841.43,Yuan,66841.43,Yuan,ACH,1,1
2022/09/02 14:40,13184,804CC1120,13157,804CC11C0,249856.71,Rupee,249856.71,Rupee,ACH,1,1
2022/09/02 14:50,113090,8050D2800,71,805454B60,8054.47,Rupee,8054.47,Rupee,ACH,0,1
2022/09/02 14:30,23673,80E5261E0,121987,812CE6E60,39581681.06,UK Pound,39581681.06,UK Pound,ACH,0,1
2022/09/02 14:56,27621,80A1C0B10,27755,80AB01280,5676.27,Australian Dollar,5676.27,Australian Dollar,ACH,0,1
2022/09/02 14:35,238190,80E613530,138335,80F181A50,1054.97,Swiss Franc,1054.97,Swiss Franc,ACH,0,1
2022/09/02 14:44,48309,811C4C030,49365,8122CB7A0,8651.11,Saudi Riyal,8651.11,Saudi Riyal,ACH,0,1
2022/09/02 14:40,115415,80BC333F0,2843,8005DB5B0,10759.6,US Dollar,10759.6,US Dollar,ACH,1,1
2022/09/03 08:54,2843,8005DB5B0,113523,805C64C90,790228.43,Rupee,790228.43,Rupee,ACH,1,1
2022/09/02 15:13,1241,800949C40,1729,8017228B0,6037.56,US Dollar,6037.56,US Dollar,ACH,0,1
2022/09/02 15:05,220,8001CF060,7478,80BFBB3E0,18193.1,US Dollar,18193.1,US Dollar,ACH,0,1
2022/09/02 15:29,214609,80DD54E80,8354,80DD54ED0,2869.78,US Dollar,2869.78,US Dollar,ACH,0,1
2022/09/02 15:00,8798,80F3DE2B0,35852,80F3DD7C0,1637.62,US Dollar,1637.62,US Dollar,ACH,0,1
2022/09/02 15:14,2952,804B848B0,122086,8125CF9F0,14500.22,US Dollar,14500.22,US Dollar,ACH,0,1
2022/09/02 15:12,8823,808316D00,26580,808316D50,4107.07,Euro,4107.07,Euro,ACH,1,1
2022/09/02 15:13,213137,80B857480,14277,80B847A90,380.18,Euro,380.18,Euro,ACH,0,1
2022/09/02 15:06,120709,80B84D2A0,14277,80B847A90,889.39,Euro,889.39,Euro,ACH,0,1
2022/09/02 15:09,130902,80B83DF90,14277,80B847A90,1033.81,Euro,1033.81,Euro,ACH,0,1
2022/09/02 15:27,211164,810F96260,218897,8110219B0,1507.96,Euro,1507.96,Euro,ACH,1,1
2022/09/02 15:07,123308,80BAE0380,8455,813F0E7E0,5836.25,Euro,5836.25,Euro,ACH,0,1
2022/09/02 15:06,231744,80C1D63B0,134482,80CCD0F00,26774.09,Mexican Peso,26774.09,Mexican Peso,ACH,0,1
2022/09/02 15:37,18549,8040DB4F0,221282,80BE852A0,5992.1,US Dollar,5992.1,US Dollar,ACH,0,1
2022/09/02 15:53,70,100428660,5394,80C118D80,3572.36,US Dollar,3572.36,US Dollar,Cheque,0,1
2022/09/02 15:32,4766,8041FF040,22732,8138F8B30,1506.97,US Dollar,1506.97,US Dollar,ACH,0,1
2022/09/02 15:31,17321,807BDAAB0,5328,807BE0190,1792.08,Euro,1792.08,Euro,ACH,0,1
2022/09/02 15:57,10404,806826760,8539,811B15EC0,12802.84,Euro,12802.84,Euro,ACH,0,1
2022/09/02 15:38,122047,8089E64B0,220572,8089E6460,917.82,UK Pound,917.82,UK Pound,ACH,0,1
2022/09/02 15:45,70,100428A51,124,8146902E1,0.292058,Bitcoin,0.292058,Bitcoin,Bitcoin,0,1
2022/09/02 16:28,22164,803024940,11318,8040BDE20,1229.02,US Dollar,1229.02,US Dollar,ACH,0,1
2022/09/02 16:10,795,804849770,114674,8057B7540,2459.97,US Dollar,2459.97,US Dollar,Cash,0,1
2022/09/02 16:28,214621,8091D4D20,16586,8091D1550,634.37,US Dollar,634.37,US Dollar,ACH,0,1
2022/09/02 16:18,111443,8091D29C0,16586,8091D1550,3401.01,US Dollar,3401.01,US Dollar,ACH,0,1
2022/09/02 16:20,130864,8126CA1B0,37984,8126CB0D0,1403.06,US Dollar,1403.06,US Dollar,ACH,0,1
2022/09/02 16:23,32297,811028100,28183,81102A2F0,1748.87,Euro,1748.87,Euro,ACH,0,1
2022/09/02 16:17,5627,804C860F0,114202,805660A60,202018.4,Rupee,202018.4,Rupee,Cheque,0,1
2022/09/02 16:17,210,8095DB420,25113,8095DB560,280.19,Canadian Dollar,280.19,Canadian Dollar,ACH,1,1
2022/09/02 16:11,135010,80D6865E0,235843,80D69D360,17913.07,Brazil Real,17913.07,Brazil Real,ACH,1,1
2022/09/02 16:18,222,811C44040,149345,812420F40,58343.75,Saudi Riyal,58343.75,Saudi Riyal,ACH,0,1
2022/09/02 16:05,124331,8100B34B0,2053,80C27C850,6216.58,US Dollar,6216.58,US Dollar,ACH,1,1
2022/09/04 17:22,2053,80C27C850,29064,80A99BDA0,8782.79,Australian Dollar,8782.79,Australian Dollar,ACH,1,1
2022/09/02 18:13,124331,8100B34B0,17554,806B16210,1254558.74,Ruble,1254558.74,Ruble,ACH,1,1
2022/09/04 18:46,17554,806B16210,29064,80A99BDA0,22780.84,Australian Dollar,22780.84,Australian Dollar,ACH,1,1
2022/09/02 18:56,124331,8100B34B0,20822,80B136B30,72009.64,Yuan,72009.64,Yuan,ACH,1,1
2022/09/02 19:42,124331,8100B34B0,22345,801DB4300,2436.41,US Dollar,2436.41,US Dollar,ACH,1,1
2022/09/05 19:28,22345,801DB4300,29064,80A99BDA0,3899.4,Australian Dollar,3899.4,Australian Dollar,ACH,1,1
2022/09/06 09:30,214100,80A8E3230,29064,80A99BDA0,9687.63,Australian Dollar,9687.63,Australian Dollar,ACH,1,1
2022/09/06 11:27,143242,8108DB590,29064,80A99BDA0,3997.41,Australian Dollar,3997.41,Australian Dollar,ACH,1,1
2022/09/04 09:19,124331,8100B34B0,6075,802974110,19505.62,US Dollar,19505.62,US Dollar,ACH,1,1
2022/09/02 16:07,48309,811C599A0,119,811C597B0,796.07,Saudi Riyal,796.07,Saudi Riyal,ACH,1,1
2022/09/04 14:05,119,811C597B0,222,811B83280,724.01,Saudi Riyal,724.01,Saudi Riyal,ACH,1,1
2022/09/04 23:49,222,811B83280,150240,812D22980,660.96,Saudi Riyal,660.96,Saudi Riyal,ACH,1,1
2022/09/02 16:43,1124,8009F1D10,11474,8009F2820,3094.77,US Dollar,3094.77,US Dollar,ACH,0,1
2022/09/02 16:47,1457,8022B98A0,1124,8022B98F0,6811.61,US Dollar,6811.61,US Dollar,ACH,0,1
2022/09/02 16:39,1292,80407A3D0,13264,80407A380,3589.22,US Dollar,3589.22,US Dollar,ACH,0,1
2022/09/02 16:38,1047,80B8B35F0,2952,80B8B40E0,18310.61,US Dollar,18310.61,US Dollar,ACH,0,1
2022/09/02 16:44,14387,80D43B3B0,16031,80D445A20,1766.54,US Dollar,1766.54,US Dollar,ACH,1,1
2022/09/02 16:59,115700,80D4453F0,16031,80D445A20,4932.37,US Dollar,4932.37,US Dollar,ACH,0,1
2022/09/02 16:56,21360,80F9706E0,1729,80F9756A0,3805.03,US Dollar,3805.03,US Dollar,ACH,0,1
2022/09/02 16:52,126426,80F9726E0,1729,80F9756A0,1867.32,US Dollar,1867.32,US Dollar,ACH,0,1
2022/09/02 16:56,44359,81104BBC0,17401,81104BC10,3894.31,US Dollar,3894.31,US Dollar,ACH,1,1
2022/09/02 16:58,111631,812B83D30,218472,812B864D0,4272.79,US Dollar,4272.79,US Dollar,ACH,0,1
2022/09/02 16:56,11,800D4FDB0,24482,807B13860,15198.0,Euro,15198.0,Euro,ACH,0,1
2022/09/02 16:48,70,1004286A8,215242,8126DAA90,702.21,Euro,702.21,Euro,Cash,0,1
2022/09/02 16:44,24779,8092423E0,24779,809242160,1019.26,Canadian Dollar,1019.26,Canadian Dollar,ACH,0,1
2022/09/02 16:50,24941,80949D340,25170,8094A1350,3734.53,Canadian Dollar,3734.53,Canadian Dollar,ACH,1,1
2022/09/02 17:11,2947,801CC4EB0,2627,80B82A9A0,17857.1,US Dollar,17857.1,US Dollar,ACH,0,1
2022/09/02 17:21,8805,8087041A0,21258,80E0D0C10,6418.35,US Dollar,6418.35,US Dollar,ACH,0,1
2022/09/02 17:18,1362,80BE34050,16136,812BEF030,15585.25,US Dollar,15585.25,US Dollar,ACH,0,1
2022/09/02 17:22,121358,813297670,136651,8132976C0,17271.03,US Dollar,17271.03,US Dollar,ACH,0,1
2022/09/02 17:23,20,800132B80,11,8008CD5D0,5614.72,Euro,5614.72,Euro,ACH,0,1
2022/09/02 17:02,26624,802BBE9C0,5464,8048BDC30,1002.83,Euro,1002.83,Euro,ACH,0,1
2022/09/02 17:14,11056,8009E6C20,111326,804EDE100,1265.35,Euro,1265.35,Euro,ACH,0,1
2022/09/02 17:21,214322,80E61B870,26860,8144DB4E0,1061.01,Euro,1061.01,Euro,ACH,0,1
2022/09/02 17:26,112,80DBF2D60,116,80DBF2DB0,4047.05,Swiss Franc,4047.05,Swiss Franc,ACH,1,1
2022/09/02 17:57,1729,80084EA70,11318,80084EB60,4458.05,US Dollar,4458.05,US Dollar,ACH,0,1
2022/09/02 17:30,11405,80112BD90,1729,80112BDE0,1772.48,US Dollar,1772.48,US Dollar,ACH,0,1
2022/09/02 17:33,17222,805B38080,15916,805B38120,3690.8,US Dollar,3690.8,US Dollar,ACH,1,1
2022/09/02 17:55,1068,806A23840,9482,8067D29B0,3920.86,US Dollar,3920.86,US Dollar,ACH,0,1
2022/09/02 17:56,32464,80DF4BE70,127390,80DF4BF60,1294.4,US Dollar,1294.4,US Dollar,ACH,0,1
2022/09/02 17:45,21940,801562B40,16733,8100B97F0,17900.94,US Dollar,17900.94,US Dollar,ACH,0,1
2022/09/02 17:49,12585,810C934E0,228540,810C927A0,2003.43,US Dollar,2003.43,US Dollar,ACH,0,1
2022/09/02 17:33,14290,801FA0D90,2467,805FFAF50,15947.23,Euro,15947.23,Euro,ACH,0,1
2022/09/02 17:32,1362,80100D270,25170,8095BE730,13358.74,Canadian Dollar,13358.74,Canadian Dollar,ACH,0,1
2022/09/02 17:32,211,80CE1FF00,211,80D5D6B20,18359.81,Brazil Real,18359.81,Brazil Real,ACH,0,1
2022/09/02 17:50,119,812A09CF0,49365,812A09D40,29684.31,Saudi Riyal,29684.31,Saudi Riyal,ACH,1,1
2022/09/03 11:51,49365,812A09D40,119,812A09CF0,28639.76,Saudi Riyal,28639.76,Saudi Riyal,ACH,1,1
2022/09/02 17:59,70,100428A51,154477,8148CE681,0.255529,Bitcoin,0.255529,Bitcoin,Bitcoin,0,1
2022/09/02 18:27,1588,8003BB5F0,1688,8004DB220,7655.09,US Dollar,7655.09,US Dollar,ACH,1,1
2022/09/02 18:11,5394,8025B8DE0,14433,8025B0A90,1545.58,US Dollar,1545.58,US Dollar,ACH,0,1
2022/09/02 18:20,225156,80A56E8C0,16224,80B55E9E0,1013.56,US Dollar,1013.56,US Dollar,ACH,0,1
2022/09/02 18:25,15231,80266F880,23691,8021353D0,9493.36,Euro,9493.36,Euro,ACH,1,1
2022/09/06 02:46,23691,8021353D0,15231,80266F880,10019.05,Euro,10019.05,Euro,ACH,1,1
2022/09/02 18:18,122352,8094C3670,218267,8094C77F0,1482.98,Euro,1482.98,Euro,ACH,0,1
2022/09/02 18:01,233603,81262C760,14657,812DD7950,6872.79,Euro,6872.79,Euro,ACH,0,1
